imdb_id,score,explanation,name
tt4180032,3,There are two or more women in this movie and they talk to each other about something other than a man,Christmas Under Wraps
tt4044364,1,"There are two or more women in this movie, but they don't talk to each other",Citizenfour
tt2762970,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Cloud 9
tt2452254,3,There are two or more women in this movie and they talk to each other about something other than a man,Clouds of Sils Maria
tt1780798,3,There are two or more women in this movie and they talk to each other about something other than a man,Clown
tt2965412,1,"There are two or more women in this movie, but they don't talk to each other",Comet
tt3595966,3,There are two or more women in this movie and they talk to each other about something other than a man,Conducta
tt2490326,1,"There are two or more women in this movie, but they don't talk to each other",Cooties
tt3717068,1,"There are two or more women in this movie, but they don't talk to each other",Court
tt2428170,0,Fewer than two women in this movie,Creep
tt2390237,1,"There are two or more women in this movie, but they don't talk to each other",Cuban Fury
tt1661820,3,There are two or more women in this movie and they talk to each other about something other than a man,Cut Bank
tt3104930,3,There are two or more women in this movie and they talk to each other about something other than a man,Da Sweet Blood of Jesus
tt3748076,1,"There are two or more women in this movie, but they don't talk to each other",The Damned Thing
tt3625970,3,There are two or more women in this movie and they talk to each other about something other than a man,Dark Dungeons
tt2251281,1,"There are two or more women in this movie, but they don't talk to each other",Dark Was the Night
tt1878942,2,"There are two or more women in this movie, but they only talk to each other about a man",Date and Switch
